RO-ID,Date,MS/SAC,TOTAL PAID
RO-02029,22/11/2021,ITA,"€                                                    6 6,649.90"
RO-01996,23/11/2021,FRA,"€                                                    4 8,785.44"
RO-01958,23/11/2021,DEU,"€                                                  1 14,809.42"
RO-01961,23/11/2021,DEU,"€                                                  3 94,893.81"
RO-01961,23/11/2021,AUT,"€                                                    1 1,427.68"
RO-01961,23/11/2021,HUN,"€                                                      2,619.45"
RO-01959,24/11/2021,DEU,"€                                                    7 8,763.59"
RO-02038,25/11/2021,ITA,"€                                                    7 7,669.00"
RO-01956,25/11/2021,DEU,"€                                                  2 21,210.03"
RO-02040,29/11/2021,ITA,"€                                                    4 9,468.79"
RO-02020,30/11/2021,DEU,"€                                                    7 3,764.13"
RO-01997,30/11/2021,FRA,"€                                                    4 2,191.96"
RO-01991,30/11/2021,DEU,"€                                                  1 19,116.31"
RO-01991,30/11/2021,ESP,"€                                                    2 9,742.81"
RO-01963,30/11/2021,DEU,"€                                                  2 25,080.19"
RO-01964,01/12/2021,ESP,"€                                                  1 39,948.63"
RO-02008,01/12/2021,DEU,"€                                                    9 4,357.39"
RO-01973,02/12/2021,DEU,"€                                                  1 06,130.93"
RO-01973,02/12/2021,SWE,"€                                                    7 6,933.02"
RO-01982,02/12/2021,AUT,"€                                                      4,449.05"
RO-02041,02/12/2021,ITA,"€                                                    4 9,995.00"
RO-02010,04/12/2021,ITA,"€                                                  1 29,813.56"
RO-02010,04/12/2021,SVN,€                                                          43.83
RO-02042,06/12/2021,ITA,"€                                                    4 3,116.90"
RO-01999,07/12/2021,DEU,"€                                                  1 73,357.44"
RO-02018,07/12/2021,FRA,"€                                                    5 0,965.29"
RO-01988,08/12/2021,DEU,"€                                                    8 8,109.40"
